area_name,area_type,data_layer,uncertainty_score,year,scientific_name,common_name,functional_group,commercial_group,fishing_entity,fishing_sector,catch_type,reporting_status,gear_type,end_use_type,tonnes,landed_value
"Belize",eez,Reconstructed domestic catch,2,1968,"Neoniphon marianus","Longjaw squirrelfish","Small reef assoc. fish (<30 cm)","Other fishes & inverts","Belize",Artisanal,Landings,Reported,small scale pole lines,Direct human consumption,0.2603206164,0.04414787927840207
"Belize",eez,Reconstructed domestic catch,2,1968,"Neoniphon marianus","Longjaw squirrelfish","Small reef assoc. fish (<30 cm)","Other fishes & inverts","Belize",Artisanal,Landings,Unreported,small scale seine nets,Direct human consumption,0.5091301655,0.08634359198700801
"Belize",eez,Reconstructed domestic catch,2,1968,"Neoniphon marianus","Longjaw squirrelfish","Small reef assoc. fish (<30 cm)","Other fishes & inverts","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,11.4132774408,1.935582366393939
"Belize",eez,Reconstructed domestic catch,2,1968,"Neoniphon marianus","Longjaw squirrelfish","Small reef assoc. fish (<30 cm)","Other fishes & inverts","Belize",Artisanal,Landings,Unreported,small scale pole lines,Direct human consumption,2.4282521926,0.41180827763986855
"Belize",eez,Reconstructed domestic catch,1,1968,"Rachycentron canadum","Cobia","Large pelagics (>=90 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,12.8555066389,6667.585651288461
"Belize",eez,Reconstructed domestic catch,2,1968,"Rachycentron canadum","Cobia","Large pelagics (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,1.5384615385,797.9323076923084
"Belize",eez,Reconstructed domestic catch,2,1968,"Rachycentron canadum","Cobia","Large pelagics (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,14.3506597989,7443.055808679127
"Belize",eez,Reconstructed domestic catch,2,1968,"Panulirus argus","Caribbean spiny lobster","Lobsters, crabs","Crustaceans","Belize",Artisanal,Landings,Reported,small scale pots or traps,Direct human consumption,600.0000000000,2620421.4
"Belize",eez,Reconstructed domestic catch,3,1968,"Farfantepenaeus aztecus","Northern brown shrimp","Shrimps","Crustaceans","Belize",Industrial,Landings,Reported,shrimp trawl,Direct human consumption,33.3333333333,91697.16666666657
"Belize",eez,Reconstructed domestic catch,2,1968,"Lobatus gigas","Pink conch","Other demersal invertebrates","Molluscs","Belize",Artisanal,Landings,Reported,hand or tools,Direct human consumption,400.0000000000,67.8361628
"Belize",eez,Reconstructed domestic catch,3,1968,"Litopenaeus schmitti","Southern white shrimp","Shrimps","Crustaceans","Belize",Industrial,Landings,Reported,shrimp trawl,Direct human consumption,33.3333333333,106595.59999999989
"Belize",eez,Inferred foreign catch,,1968,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.6211164809,0.03675442614380849
"Belize",eez,Inferred foreign catch,,1968,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Russian Federation",Industrial,Landings,Reported,unknown class,Direct human consumption,2.2724023460,1070.8084779502394
"Belize",eez,Inferred foreign catch,,1968,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Russian Federation",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.0011373385,4.420083695978281e-05
"Belize",eez,Inferred foreign catch,,1968,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Russian Federation",Industrial,Landings,Reported,unknown class,Other,0.0011373385,4.420083695978281e-05
"Belize",eez,Inferred foreign catch,,1968,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Discards,Unreported,unknown class,,8.4775620081
"Belize",eez,Inferred foreign catch,,1968,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Landings,Reported,unknown class,Direct human consumption,141.1514074355,90814.43008522018
"Belize",eez,Inferred foreign catch,,1968,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.0706463501,0.004920672573852337
"Belize",eez,Inferred foreign catch,,1968,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Venezuela",Industrial,Landings,Reported,unknown class,Other,0.0706463501,0.004920672573852337
"Belize",eez,Inferred foreign catch,,1968,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Sint Maarten",Industrial,Landings,Reported,pots or traps,Direct human consumption,0.4936730998,372.0657659123436
"Belize",eez,Inferred foreign catch,,1968,"Elasmobranchii","Sharks, rays, skates","Large sharks (>=90 cm)","Sharks & rays","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,1.3523222748,0.08002336228074088
"Belize",eez,Inferred foreign catch,,1968,"Perciformes","Perch-likes","Medium demersals (30 - 89 cm)","Perch-likes","Russian Federation",Industrial,Landings,Reported,unknown class,Direct human consumption,4.9950890662,7252.559628599077
"Belize",eez,Inferred foreign catch,,1968,"Perciformes","Perch-likes","Medium demersals (30 - 89 cm)","Perch-likes","Russian Federation",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.0025000446,9.716022243992412e-05
"Belize",eez,Inferred foreign catch,,1968,"Perciformes","Perch-likes","Medium demersals (30 - 89 cm)","Perch-likes","Russian Federation",Industrial,Landings,Reported,unknown class,Other,0.0025000446,9.716022243992412e-05
"Belize",eez,Inferred foreign catch,,1968,"Lutjanidae","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,8.6270403865,23787.761182693725
"Belize",eez,Inferred foreign catch,,1968,"Lutjanidae","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0043178380,0.03391786294409694
"Belize",eez,Inferred foreign catch,,1968,"Lutjanidae","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0043178380,0.03391786294409694
"Belize",eez,Inferred foreign catch,,1968,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,79.4272440338,90400.99149674235
"Belize",eez,Inferred foreign catch,,1968,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0397533754,0.2827796014496647
"Belize",eez,Inferred foreign catch,,1968,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0397533754,0.2827796014496647
"Belize",eez,Inferred foreign catch,,1968,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Russian Federation",Industrial,Landings,Reported,unknown class,Direct human consumption,53.7619972075,58903.31076249119
"Belize",eez,Inferred foreign catch,,1968,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Russian Federation",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.0269079065,0.12570661596665628
"Belize",eez,Inferred foreign catch,,1968,"Haemulidae","Grunts, sweetlips, bonnetmouths","Medium demersals (30 - 89 cm)","Perch-likes","Russian Federation",Industrial,Landings,Reported,unknown class,Other,0.0269079065,0.12570661596665628
"Belize",eez,Inferred foreign catch,,1968,"Scomberomorus","Spanish mackerels","Large pelagics (>=90 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,1.4420695940,0.08533413943122152
"Belize",eez,Inferred foreign catch,,1968,"Calamus","Porgies","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,36.8658198717,48624.504912159806
"Belize",eez,Inferred foreign catch,,1968,"Calamus","Porgies","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0184513613,0.001091855097848357
"Belize",eez,Inferred foreign catch,,1968,"Calamus","Porgies","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0184513613,0.001091855097848357
"Belize",eez,Inferred foreign catch,,1968,"Calamus","Porgies","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Russian Federation",Industrial,Landings,Reported,unknown class,Direct human consumption,2.1282313796,0.5510190052755751
"Belize",eez,Inferred foreign catch,,1968,"Calamus","Porgies","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Russian Federation",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.0010651809,4.1396545988912544e-05
"Belize",eez,Inferred foreign catch,,1968,"Calamus","Porgies","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Russian Federation",Industrial,Landings,Reported,unknown class,Other,0.0010651809,4.1396545988912544e-05
"Belize",eez,Inferred foreign catch,,1968,"Epinephelus morio","Red grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,140.8195620529,133068.89560341102
"Belize",eez,Inferred foreign catch,,1968,"Epinephelus morio","Red grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0704802613,0.0041706533922033825
"Belize",eez,Inferred foreign catch,,1968,"Epinephelus morio","Red grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0704802613,0.0041706533922033825
"Belize",eez,Inferred foreign catch,,1968,"Acanthocybium solandri","Wahoo","Large pelagics (>=90 cm)","Perch-likes","Curacao",Industrial,Landings,Reported,longline,Direct human consumption,0.7660872205,1780.409682968882
"Belize",eez,Inferred foreign catch,,1968,"Lutjanus purpureus","Southern red snapper","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,15.5966181240,40381.06361540671
"Belize",eez,Inferred foreign catch,,1968,"Lutjanus purpureus","Southern red snapper","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0078061152,0.00046192508581658747
"Belize",eez,Inferred foreign catch,,1968,"Lutjanus purpureus","Southern red snapper","Medium demersals (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0078061152,0.00046192508581658747
"Belize",eez,Inferred foreign catch,,1968,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Direct human consumption,5.8782589063,20850.59581879274
"Belize",eez,Inferred foreign catch,,1968,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Fishmeal and fish oil,0.0029420715,0.00017409641168051007
"Belize",eez,Inferred foreign catch,,1968,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Cuba",Industrial,Landings,Reported,other industrial,Other,0.0029420715,0.00017409641168051007
"Belize",eez,Inferred foreign catch,,1968,"Sardinella aurita","Round sardinella","Small pelagics (<30 cm)","Herring-likes","Russian Federation",Industrial,Landings,Reported,unknown class,Direct human consumption,1.3425650795,457.16421932075593
"Belize",eez,Inferred foreign catch,,1968,"Sardinella aurita","Round sardinella","Small pelagics (<30 cm)","Herring-likes","Russian Federation",Industrial,Landings,Reported,unknown class,Fishmeal and fish oil,0.0006719545,2.6114433603352365e-05
"Belize",eez,Inferred foreign catch,,1968,"Sardinella aurita","Round sardinella","Small pelagics (<30 cm)","Herring-likes","Russian Federation",Industrial,Landings,Reported,unknown class,Other,0.0006719545,2.6114433603352365e-05
"Belize",eez,Reconstructed domestic catch,3,1969,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize",Industrial,Discards,Unreported,shrimp trawl,,5.1483173011
"Belize",eez,Reconstructed domestic catch,3,1969,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize",Industrial,Landings,Reported,shrimp trawl,Direct human consumption,33.3333333333,9703.096666666657
"Belize",eez,Reconstructed domestic catch,1,1969,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,285.2055314556,83021.3052474457
"Belize",eez,Reconstructed domestic catch,2,1969,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize",Artisanal,Landings,Reported,artisanal fishing gear,Direct human consumption,0.2716733507,79.08218352027141
"Belize",eez,Reconstructed domestic catch,2,1969,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize",Artisanal,Landings,Reported,small scale seine nets,Direct human consumption,8.5398666476,2485.8945480494313
"Belize",eez,Reconstructed domestic catch,2,1969,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,8.6656510073,2522.509482106534
"Belize",eez,Reconstructed domestic catch,2,1969,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize",Artisanal,Landings,Reported,small scale other nets,Direct human consumption,1.0391679698,302.49441792632445
"Belize",eez,Reconstructed domestic catch,2,1969,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize",Artisanal,Landings,Reported,small scale pole lines,Direct human consumption,0.3034551206,88.33363107687447
"Belize",eez,Reconstructed domestic catch,2,1969,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize",Artisanal,Landings,Reported,small scale longline,Direct human consumption,0.2249641343,65.48546225484202
"Belize",eez,Reconstructed domestic catch,2,1969,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize",Artisanal,Landings,Unreported,artisanal fishing gear,Direct human consumption,4.0767221838,1186.704882987172
"Belize",eez,Reconstructed domestic catch,2,1969,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize",Artisanal,Landings,Unreported,small scale seine nets,Direct human consumption,158.9475441523,46268.50157516115
"Belize",eez,Reconstructed domestic catch,2,1969,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,132.1053808103,38454.93840567894
"Belize",eez,Reconstructed domestic catch,2,1969,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize",Artisanal,Landings,Unreported,small scale other nets,Direct human consumption,15.4940179715,4510.198623974684
"Belize",eez,Reconstructed domestic catch,2,1969,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize",Artisanal,Landings,Unreported,small scale pots or traps,Direct human consumption,0.0997055343,29.023573114943066
"Belize",eez,Reconstructed domestic catch,2,1969,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize",Artisanal,Landings,Unreported,small scale pole lines,Direct human consumption,4.5536384728,1325.5318285950427
"Belize",eez,Reconstructed domestic catch,2,1969,"Marine fishes not identified","Marine fishes nei","Medium demersals (30 - 89 cm)","Other fishes & inverts","Belize",Artisanal,Landings,Unreported,small scale longline,Direct human consumption,3.3758050778,982.6728899382605
"Belize",eez,Reconstructed domestic catch,3,1969,"Pleuronectiformes","Flatfishes","Small to medium flatfishes (<90 cm)","Flatfishes","Belize",Industrial,Discards,Unreported,shrimp trawl,,20.5932692044
"Belize",eez,Reconstructed domestic catch,3,1969,"Ophidiidae","Cuskeels","Large bathydemersals (>=90 cm)","Other fishes & inverts","Belize",Industrial,Discards,Unreported,shrimp trawl,,111.5468748570
"Belize",eez,Reconstructed domestic catch,3,1969,"Gerreidae","Mojarras, silverbellies","Small benthopelagics (<30 cm)","Perch-likes","Belize",Industrial,Discards,Unreported,shrimp trawl,,228.8141022708
"Belize",eez,Reconstructed domestic catch,1,1969,"Lutjanus","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,17.9035066818,33022.89274996545
"Belize",eez,Reconstructed domestic catch,2,1969,"Lutjanus","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,0.4296714422,792.5259675088507
"Belize",eez,Reconstructed domestic catch,2,1969,"Lutjanus","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale pole lines,Direct human consumption,0.6434676357,1186.8715497289809
"Belize",eez,Reconstructed domestic catch,2,1969,"Lutjanus","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,8.0090018978,14772.547937493404
"Belize",eez,Reconstructed domestic catch,2,1969,"Lutjanus","Snappers","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale pole lines,Direct human consumption,11.9941262292,22123.081870907517
"Belize",eez,Reconstructed domestic catch,2,1969,"Sphyrna","Hammerhead sharks","Large sharks (>=90 cm)","Sharks & rays","Belize",Artisanal,Landings,Unreported,small scale longline,Direct human consumption,285.1135747692,114026.89752531362
"Belize",eez,Reconstructed domestic catch,3,1969,"Cynoscion","Weakfishes","Medium demersals (30 - 89 cm)","Perch-likes","Belize",Industrial,Discards,Unreported,shrimp trawl,,20.5932692044
"Belize",eez,Reconstructed domestic catch,1,1969,"Epinephelus guttatus","Red hind","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,7.8576979510,6191.005567454557
"Belize",eez,Reconstructed domestic catch,2,1969,"Epinephelus guttatus","Red hind","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,0.4514926268,355.7267514667133
"Belize",eez,Reconstructed domestic catch,2,1969,"Epinephelus guttatus","Red hind","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale pole lines,Direct human consumption,0.0194990557,15.363120708034602
"Belize",eez,Reconstructed domestic catch,2,1969,"Epinephelus guttatus","Red hind","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,8.4157450306,6630.685560006177
"Belize",eez,Reconstructed domestic catch,2,1969,"Epinephelus guttatus","Red hind","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale pole lines,Direct human consumption,0.3634590489,286.36593175908206
"Belize",eez,Reconstructed domestic catch,1,1969,"Epinephelus itajara","Atlantic goliath grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,11.2243165068,6359.025396181376
"Belize",eez,Reconstructed domestic catch,2,1969,"Epinephelus itajara","Atlantic goliath grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale pole lines,Direct human consumption,0.6727873416,381.16100780622327
"Belize",eez,Reconstructed domestic catch,2,1969,"Epinephelus itajara","Atlantic goliath grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale pole lines,Direct human consumption,12.5406405133,7104.775730465748
"Belize",eez,Reconstructed domestic catch,1,1969,"Epinephelus striatus","Nassau grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,37.5501710118,29585.42301353833
"Belize",eez,Reconstructed domestic catch,2,1969,"Epinephelus striatus","Nassau grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,0.2887788523,227.52611433516495
"Belize",eez,Reconstructed domestic catch,2,1969,"Epinephelus striatus","Nassau grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale pole lines,Direct human consumption,0.0124717760,9.826393838384982
"Belize",eez,Reconstructed domestic catch,2,1969,"Epinephelus striatus","Nassau grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,41.7213697547,32871.870876687724
"Belize",eez,Reconstructed domestic catch,2,1969,"Epinephelus striatus","Nassau grouper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale pole lines,Direct human consumption,0.2324717632,183.16229370567777
"Belize",eez,Reconstructed domestic catch,1,1969,"Caranx hippos","Crevalle jack","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,121.4129044347,31412.359439219632
"Belize",eez,Reconstructed domestic catch,2,1969,"Caranx hippos","Crevalle jack","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,7.2775090728,1882.861890851115
"Belize",eez,Reconstructed domestic catch,2,1969,"Caranx hippos","Crevalle jack","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,135.6515193839,35096.222310175755
"Belize",eez,Reconstructed domestic catch,1,1969,"Euthynnus alletteratus","Little tunny ","Large pelagics (>=90 cm)","Tuna & billfishes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,0.7740907936,279.99212344315146
"Belize",eez,Reconstructed domestic catch,2,1969,"Euthynnus alletteratus","Little tunny ","Large pelagics (>=90 cm)","Tuna & billfishes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,0.0463991270,16.782773035233276
"Belize",eez,Reconstructed domestic catch,2,1969,"Euthynnus alletteratus","Little tunny ","Large pelagics (>=90 cm)","Tuna & billfishes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,0.8648717595,312.8280073476429
"Belize",eez,Reconstructed domestic catch,1,1969,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,1.7574728017,1406.153812892706
"Belize",eez,Reconstructed domestic catch,2,1969,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,0.1053432032,84.28508632385692
"Belize",eez,Reconstructed domestic catch,2,1969,"Scomberomorus cavalla","King mackerel","Large pelagics (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,1.9635792170,1571.0595351830607
"Belize",eez,Reconstructed domestic catch,1,1969,"Lutjanus jocu","Dog snapper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,17.9035066818,33022.89274996545
"Belize",eez,Reconstructed domestic catch,2,1969,"Lutjanus jocu","Dog snapper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,0.4296714422,792.5259675088507
"Belize",eez,Reconstructed domestic catch,2,1969,"Lutjanus jocu","Dog snapper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale pole lines,Direct human consumption,0.6434676357,1186.8715497289809
"Belize",eez,Reconstructed domestic catch,2,1969,"Lutjanus jocu","Dog snapper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,8.0090018978,14772.547937493404
"Belize",eez,Reconstructed domestic catch,2,1969,"Lutjanus jocu","Dog snapper","Large reef assoc. fish (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale pole lines,Direct human consumption,11.9941262292,22123.081870907517
"Belize",eez,Reconstructed domestic catch,1,1969,"Lutjanus synagris","Lane snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,163.4315140617,207639.41175232234
"Belize",eez,Reconstructed domestic catch,2,1969,"Lutjanus synagris","Lane snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,9.7961113105,12445.939827718461
"Belize",eez,Reconstructed domestic catch,2,1969,"Lutjanus synagris","Lane snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,182.5978325855,231990.18110416303
"Belize",eez,Reconstructed domestic catch,3,1969,"Lutjanus vivanus","Silk snapper","Medium demersals (30 - 89 cm)","Perch-likes","Belize",Industrial,Discards,Unreported,shrimp trawl,,111.5468748570
"Belize",eez,Reconstructed domestic catch,1,1969,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,333.8575264089,791093.4371323384
"Belize",eez,Reconstructed domestic catch,2,1969,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,20.0114739762,47418.26820621365
"Belize",eez,Reconstructed domestic catch,2,1969,"Ocyurus chrysurus","Yellowtail snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale gillnets,Direct human consumption,373.0104384373,883868.3764407892
"Belize",eez,Reconstructed domestic catch,1,1969,"Lutjanus griseus","Grey snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,17.9035066818,28071.69588063052
"Belize",eez,Reconstructed domestic catch,2,1969,"Lutjanus griseus","Grey snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale pole lines,Direct human consumption,1.0731390779,1682.621978379942
"Belize",eez,Reconstructed domestic catch,2,1969,"Lutjanus griseus","Grey snapper","Medium reef assoc. fish (30 - 89 cm)","Perch-likes","Belize",Artisanal,Landings,Unreported,small scale pole lines,Direct human consumption,20.0031281270,31363.784728000242
"Belize",eez,Reconstructed domestic catch,1,1969,"Centropomus undecimalis","Common snook","Large benthopelagics (>=90 cm)","Perch-likes","Belize",Subsistence,Landings,Unreported,subsistence fishing gear,Direct human consumption,16.9468543733,24042.688714832155
"Belize",eez,Reconstructed domestic catch,2,1969,"Centropomus undecimalis","Common snook","Large benthopelagics (>=90 cm)","Perch-likes","Belize",Artisanal,Landings,Reported,small scale gillnets,Direct human consumption,1.0157971843,1441.122639079242
